#        x          y 
  289.7473,   -18.9768 
  225.5922,  -144.5663 
  200.8847,   -85.4108 
  187.7898,    35.2015 
  345.4420,    77.8704 
  259.3019,    83.1384 
  233.6079,    12.4092 
  178.7370,    17.3892 
  309.4020,   159.0773 
  301.2439,   181.9086 
  312.5408,     9.7883 
  256.9285,  -102.3281 
  352.7610,   118.6302 
  340.1016,   140.7641 
  224.4412,     2.7695 
  263.5321,   -50.7314 
  295.2936,   -72.4684 
  226.6708,   -12.1714 
  349.5540,    25.7376 
  210.4367,   -46.8142 
  277.4234,     8.9387 
  186.1337,  -126.8564 
  354.5431,    37.9878 
  261.5696,   -84.2950 
  269.4707,    52.4964 
  348.6764,     7.9655 
  308.6772,   184.8048 
  346.9373,    60.5241 
  289.6658,   143.7389 
  213.3963,   -59.4117 
  204.8771,  -143.8027 
  211.5674,   -25.1123 
  226.4304,  -121.5543 
  320.0866,    97.8107 
  359.3267,   137.4079 
  317.7487,    20.4276 
  305.1678,   202.4698 
  170.6044,  -202.0849 
  213.7949,   -51.4364 
  332.9905,    19.0289 
  247.0543,   -78.7674 
  177.8599,   -74.0087 
  308.9397,   -44.0551 
  286.3865,   174.8267 
  292.1373,    78.0482 
  291.9119,    67.2583 
  236.2042,  -101.0767 
  209.0038,   -54.9576 
  326.0049,    39.4639 
  230.3415,    21.2851 
  227.9338,   -51.4718 
  201.2898,   -51.3210 
  244.1124,   -39.9263 
  194.4997,   -93.0908 
  259.7017,    22.8974 
  225.8250,     5.4061 
  363.8827,   116.4623 
  182.4175,   -13.9529 
  280.5083,   143.9962 
  313.7982,   137.9024 
  292.9299,    75.3759 
  244.5623,    -1.9800 
  304.2811,    88.5813 
  288.5018,   155.3381 
  278.6529,    30.4975 
  276.6441,    60.7524 
  229.1777,   -36.2254 
  348.5758,    34.5806 
  227.9580,   -18.2667 
  311.7212,    13.9546 
  311.6410,   164.7267 
  289.8197,   -28.0342 
  333.8594,    37.1380 
  253.7205,    10.4622 
  175.3094,    41.6371 
  270.8520,   -38.1758 
  274.2196,     3.0534 
  361.2231,    43.4009 
  248.5828,   -11.7236 
  193.6208,    19.2583 
  236.4311,     0.4595 
  283.2506,    60.6586 
  223.4508,   -41.4622 
  173.5112,    22.8358 
  205.3040,    17.2728 
  314.2949,    77.7051 
  323.3380,    43.9188 
  339.5963,   144.6816 
  293.0058,    31.8708 
  243.8823,  -178.0426 
  223.9178,     2.7099 
  336.4854,    24.2626 
  226.1997,   -16.4165 
  321.5360,    38.2968 
  349.2029,    81.6798 
  219.7292,  -105.7407 
  269.9176,   -23.7517 
  178.7262,    -0.6158 
  330.0196,    48.1902 
  323.3836,    69.4370 
  261.8212,   -61.5988 
  282.2940,    57.6490 
  253.7209,  -110.9230 
  360.0855,    27.4003 
  332.3913,    84.8044 
  232.0923,   -69.6861 
  226.6038,  -117.6639 
  180.1114,   -77.1933 
  323.2801,    53.8259 
  173.0080,   -87.4528 
  357.1722,    70.6844 
  304.9615,    60.2592 
  216.4785,     7.7518 
  275.2718,    -0.0069 
  286.2601,    41.3600 
  221.9549,   -81.1293 
  367.3389,    17.9146 
  196.5931,     1.7593 
  262.6059,   -33.4364 
  335.1757,   -17.4720 
  331.7458,   -59.2788 
  190.2609,  -218.2791 
  295.5053,   -56.9368 
  239.8893,    -6.3575 
  244.5434,   -30.6303 
  207.5746,   -15.9297 
  350.0809,    56.8958 
  197.5846,   -18.3604 
  348.5320,    76.7546 
  296.9571,   100.4290 
  315.0154,   -23.7412 
  212.6005,  -138.9408 
  245.4068,   -58.8398 
  351.3069,    40.7758 
  295.0461,    21.2582 
  250.8412,   -78.8552 
  367.0932,   163.7152 
  363.9984,   211.2528 
  224.5010,   -31.0549 
  249.7444,   -69.3453 
  312.2816,   110.4162 
  233.5554,   -42.6695 
  304.9792,   107.7497 
  178.7453,  -124.7475 
  369.4447,    23.6851 
  180.7976,    -9.4406 
  353.6612,    87.7902 
  277.8525,   -48.2419 
  199.7609,   -97.8631 
  327.8420,    82.6880 
  206.7371,   -36.3483 
  250.1221,    65.3271 
  369.0627,   -79.5074 
  178.8879,  -115.6113 
  258.0497,  -148.0154 
  330.2358,   155.5096 
  189.2170,   -87.1166 
  186.2853,  -239.2660 
  227.6891,  -122.4374 
  176.4853,  -164.4845 
  319.1950,    37.1057 
  266.4473,   -33.3633 
  201.6447,  -110.7294 
  179.8200,     2.6866 
  349.7989,    49.8994 
  366.6079,   142.9359 
  222.8803,   -10.8275 
  176.5519,   -45.5822 
  178.1831,   -92.7152 
  346.2287,    93.5382 
  303.5679,    85.0256 
  284.7119,   188.3097 
  335.4548,    83.3638 
  294.1304,    72.5942 
  309.8594,   -32.1234 
  344.1537,    97.7960 
  300.3463,   176.3978 
  172.8707,  -180.6691 
  255.5989,   -96.9934 
  318.8338,    91.2931 
  338.7529,    58.9860 
  176.2906,   -82.6743 
  233.8927,    13.3798 
  253.6391,  -124.9913 
  292.3980,   -11.6363 
  298.5999,   -12.5805 
  315.8417,    83.7793 
  257.0272,    18.0545 
  289.6546,     8.3026 
  314.6232,    11.7577 
  342.2905,     3.1081 
  336.5679,   -67.7583 
  310.2317,    28.2639 
  362.5108,   101.8399 
  196.0380,   -30.0664 
  293.0399,   171.4194 
  230.0487,    64.4032 
  228.6438,   -21.6456 
  357.1329,    75.4562 
  227.5919,    -1.6676 
  176.6799,  -117.7886 
  187.4562,   -87.4880 
  175.5508,  -139.3664 
  255.8798,     2.7808 
  327.2139,    77.0502 
  206.7927,  -152.5254 
  231.4107,  -124.9604 
  243.3215,   -14.0788 
  212.2825,     5.3795 
  309.1730,   -67.3759 
  233.7061,   -65.9463 
  306.0674,    49.6282 
  254.8209,    68.3888 
  179.4213,  -121.8086 
  196.5671,  -127.7550 
  287.3701,    27.0566 
  307.7430,    98.4742 
  326.1126,     0.1577 
  292.4190,    44.6271 
  235.2268,   -52.1391 
  223.8538,   -35.3011 
  251.3473,   -62.8538 
  360.9166,    82.7614 
  181.7427,   -23.1022 
  262.1960,   -73.1564 
  256.8294,   -30.7973 
  297.9457,     2.3289 
  213.8572,   -63.0890 
  324.5112,   207.5817 
  334.0187,    88.3145 
  189.8124,  -121.5737 
  274.1155,    42.5637 
  356.9285,   113.7101 
  288.1299,   -89.8517 
  349.5781,    27.0263 
  235.2336,   -64.5184 
  315.7115,   -28.1201 
  213.8114,   -57.0065 
  264.8990,   -63.8937 
  319.0956,    67.7988 
  352.9252,    85.7713 
  264.6379,   -37.3204 
  264.8041,   -63.7839 
  182.9697,  -142.4959 
  232.6500,  -164.5561 
  233.9872,  -126.0754 
  200.9057,   -51.6923 
  302.9074,   133.3750 
  280.5906,    95.8460 
  357.7102,    41.8275 
  333.5463,   -26.7320 
  198.8228,   -92.6380 
  294.2532,    70.5700 
  288.7994,   164.3701 
  317.8188,    25.9105 
  207.2239,   -90.2446 
  256.8119,   -60.8047 
  211.9185,   -44.0480 
  307.8495,   120.8731 
  253.4619,   -43.2011 
  298.7954,    59.4886 
  253.8640,   -55.3567 
  256.5955,   -22.0416 
  177.2937,    87.6372 
  265.3603,   -70.6921 
  307.4330,   114.8479 
  250.1068,    34.9080 
  363.3682,    72.5446 
  273.5283,    -2.9216 
  316.1048,    57.5156 
  275.8496,   115.0221 
  325.9075,    91.9054 
  185.9978,     9.9500 
  332.9006,   135.2638 
  292.6434,   -58.8069 
  336.3180,   -23.6173 
  251.0782,   -40.0442 
  225.2820,    18.6049 
  180.7665,   -87.8310 
  176.9274,   -75.3749 
  310.1435,    53.0603 
  309.4446,   149.6583 
  174.6608,    10.3317 
  338.6184,   -41.7621 
  252.2956,   -47.0324 
  304.2482,    18.2316 
  248.5420,   -91.7263 
  260.4774,   -35.5139 
  331.5614,    79.2690 
  200.4214,   -57.5071 
  220.3287,    49.8306 
  336.9805,   167.5011 
  357.2773,    57.0652 
  359.6453,  -111.7762 
  353.7398,   -27.3176 
  306.1367,    -3.2233 
  312.9821,    27.0314 
  301.8460,   107.1494 
  341.0125,   -38.9247 
  351.4095,    63.7792 
  320.7915,   113.0219 
  207.1369,   -43.3089 
  191.7966,   -21.1782 
  338.7633,     8.2460 
  195.6180,   -96.1703 
  208.6707,   -60.5956 
  318.8245,   105.1703 
  338.9026,    87.2679 
  175.1742,  -107.9086 
  311.4725,   135.0523 
  351.7457,    86.5652 
  332.8999,    93.3075 
  182.6758,   -83.3024 
  333.8052,   130.8584 
  346.8150,    51.5400 
  193.0435,  -154.7393 
  264.8008,   -53.8416 
  338.4100,    71.9234 
  357.6089,   112.8882 
  243.9094,  -106.4481 
  293.7735,   105.2696 
  200.0267,   -69.2090 
  181.2641,  -108.6770 
  364.8828,    48.6567 
  310.0601,    51.5672 
  343.9986,    12.6877 
  255.6884,    43.8447 
  288.7159,   125.3529 
  264.4086,    63.7210 
  307.5591,    15.3848 
  350.6788,   -42.5247 
  336.1942,     6.2138 
  197.3499,   -21.9510 
  246.7175,    57.3977 
  365.8378,    68.6015 
  178.9158,  -202.1915 
  350.2677,   186.2802 
  299.6956,   -33.5669 
  268.2527,   -46.2912 
  369.5884,   -18.8985 
  241.3706,  -140.7405 
  213.5191,   -15.3606 
  185.4224,   103.0474 
  300.5141,   -31.7938 
  368.6756,   148.0176 
  296.0504,   164.4785 
  172.1805,   -93.6791 
  271.9489,   -37.2294 
  259.2985,   -20.4119 
  256.0288,  -173.1461 
  170.0727,   -62.1797 
  205.6096,    -0.8430 
  346.3951,    49.0795 
  332.3178,   -33.6828 
  283.3455,    59.2828 
  280.3325,   139.1173 
  280.5805,    87.0764 
  354.0828,    18.2303 
  323.4086,    46.0005 
  224.2503,   -32.3712 
  352.7061,    75.5189 
  311.3543,    37.2781 
  254.4032,   -89.5550 
  355.4953,   122.2466 
  259.5011,   -31.1661 
  209.1371,   -20.3721 
  234.4393,  -142.6698 
  268.0377,   -70.3212 
